feature,hold,net,beta,correlation,hedged,cost_of_hedging
peer_return_excess_1d,120,-0.011122090046456489,-0.014198120215421774,-0.03456014924247356,0.023410769249155684,-0.03453285929561217
state_volatility_10_1d,1,-5.6857724369983025,0.0049321433066028255,0.025750630376477877,-5.67225437681377,-0.013518060184532388
state_volatility_10_1d,5,-1.112113619747722,-0.00038940760445266054,-0.0018933204506981036,-1.1108654219259924,-0.0012481978217295797
state_volatility_10_1d,20,-0.26636488900555677,-0.0018504719234713647,-0.008776081479566942,-0.2581397445194488,-0.00822514448610795
state_volatility_10_1d,40,-0.12854633372908714,-0.005771371252785109,-0.025225465740830365,-0.10311918249326642,-0.02542715123582072
state_volatility_10_1d,60,-0.07387505663430863,-0.0049853319262373325,-0.01966619022031401,-0.05332798470319501,-0.020547071931113617
state_volatility_10_1d,120,-0.05696038633199092,-0.016615263208777428,-0.05629373315089529,0.0037357203890101987,-0.06069610672100112
obv_1d,1,-5.954356803759487,0.009684135615387012,0.03815183287266844,-5.935863417523026,-0.018493386236460907
obv_1d,5,-1.1582453973426687,-0.001533710341178452,-0.005921890686954511,-1.154364291005574,-0.0038811063370947085
obv_1d,20,-0.1855394399441815,-0.013084306738249663,-0.04743062204369198,-0.14113107472313896,-0.04440836522104255
obv_1d,40,-0.038428929586472566,-0.02194172554334237,-0.07478462594639979,0.03690162417938493,-0.0753305537658575
obv_1d,60,0.009608104655754542,-0.019525473507149588,-0.06806148358832247,0.07876904718724038,-0.06916094253148584
obv_1d,120,0.04789228456681579,-0.01412828884075196,-0.04749152560964582,0.09448958092326089,-0.0465972963564451
peer_volatility_1d,1,-4.9434499046932325,0.09956011112985386,0.3627613268991105,-5.072011853532352,0.12856194883911964
peer_volatility_1d,5,-0.7514040400451876,0.09558686278959921,0.33675433409845296,-1.0343587440129913,0.28295470396780376
peer_volatility_1d,20,0.14949360020503621,0.10561539661019337,0.3571655266428452,-0.19990900561111583,0.349402605816152
peer_volatility_1d,40,0.3033421940275235,0.12776236272015135,0.3867141174068535,-0.0951592213445371,0.3985014153720606
peer_volatility_1d,60,0.3369929780126748,0.1557165509708673,0.4268510733697722,-0.11426559053637195,0.4512585685490468
peer_volatility_1d,120,0.33069643283039707,0.19289977599614042,0.46230992450358543,-0.15150589536300588,0.4822023281934029
state_SMA_100_1d,1,-4.41425470680645,-0.09207542178803589,-0.29470585123555487,-4.803838105379316,0.3895833985728654
state_SMA_100_1d,5,-0.974408896190833,-0.10079665911238794,-0.3044564202554427,-0.8123856610405289,-0.16202323515030415
state_SMA_100_1d,20,-0.2979832981955808,-0.11123795625201924,-0.33014798393853534,0.012806863801508441,-0.3107901619970892
state_SMA_100_1d,40,-0.1353745751418139,-0.09306857928615753,-0.27622557582698715,0.14804038952532572,-0.2834149646671396
state_SMA_100_1d,60,-0.04538999651781225,-0.05936393262055011,-0.18728431264151393,0.14806267192207825,-0.1934526684398905
state_SMA_100_1d,120,0.036268290649396545,0.016504838271620373,0.0568472770187154,-0.02053675123071247,0.056805041880109014
state_MACD_1d,1,-6.2827194335675,0.0017775160843346088,0.010097455735348638,-6.277001114589359,-0.005718318978141568
state_MACD_1d,5,-1.409353692761177,0.007366584297444587,0.04026966731693687,-1.4371828315938227,0.027829138832645706
state_MACD_1d,20,-0.4003614338183953,-0.004960308000023952,-0.025619537758333585,-0.3764310645880532,-0.023930369230342086
state_MACD_1d,40,-0.25895764345750155,-0.004210687508646942,-0.019731815520083493,-0.23888432312949584,-0.02007332032800571
state_MACD_1d,60,-0.15986793249336953,0.0023325095470649324,0.009997823016959798,-0.17039807173452257,0.010530139241153036
state_MACD_1d,120,-0.08823566920594995,-0.00911970374192756,-0.031327285282239936,-0.05319392214340934,-0.03504174706254062
MACD_Histogram_1d,1,-5.943586007138731,-0.034221987027912876,-0.11878103258361548,-6.057501848058285,0.11391584091955398
MACD_Histogram_1d,5,-1.5743364476511137,-0.030360550128740425,-0.1045630989123434,-1.5138893906292794,-0.06044705702183428
MACD_Histogram_1d,20,-0.3251516698323257,-0.0021129440925250326,-0.006948684683970584,-0.3186468403556473,-0.006504829476678409
MACD_Histogram_1d,40,-0.18333521664814617,0.0015258469297422567,0.004598491701886441,-0.18795321372598234,0.004617997077836167
MACD_Histogram_1d,60,-0.0795477580405479,-0.027449401849478017,-0.07710940203358321,-0.0007489980070042766,-0.07879876003354362
MACD_Histogram_1d,120,-0.03405526937329238,-0.01642199438995237,-0.03967249541811521,0.0057554128349922885,-0.03981068220828467
LEVEL_BREAKOUT_DOWN_20_1d,1,-1.0750163909049408,0.023014566673148832,0.1759649660857633,-0.9851605655940372,-0.08985582531090364
LEVEL_BREAKOUT_DOWN_20_1d,5,0.11441644760365825,0.021941353746599394,0.1689231605358165,0.002110704286434148,0.11230574331722411
LEVEL_BREAKOUT_DOWN_20_1d,20,3.4074341801601514e-05,0.015783037997049,0.12703414764895576,-0.12241200378776285,0.12244607812956444
LEVEL_BREAKOUT_DOWN_20_1d,40,-0.01483589382443137,0.009526517990566597,0.0729914128385922,-0.09430834679277433,0.07947245296834296
LEVEL_BREAKOUT_DOWN_20_1d,60,-0.026167036369612182,0.00558542919912945,0.04170830366955423,-0.07386990098989006,0.04770286462027788
LEVEL_BREAKOUT_DOWN_20_1d,120,-0.05509555461736281,0.00019802320682971842,0.0014215783568210724,-0.05687446511453864,0.0017789104971758299
volume_sma_5_1d,1,-5.166400080625992,0.08398335247047278,0.3061897827529583,-5.234718135868675,0.06831805524268297
volume_sma_5_1d,5,-0.7594353311865586,0.07978465299554761,0.2825217225134569,-0.9856328105377475,0.22619747935118895
volume_sma_5_1d,20,0.06982572611959745,0.06927376438618141,0.23074691069402273,-0.15083984136946366,0.2206655674890611
volume_sma_5_1d,40,0.21889447405494647,0.0782503075137597,0.23312168043495413,-0.016488191570212328,0.2353826656251588
volume_sma_5_1d,60,0.2516262912419355,0.09060078407687627,0.2497009299048372,-0.007901516300838485,0.25952780754277394
volume_sma_5_1d,120,0.22321094167231076,0.057789387740909755,0.1369417401105888,0.08338925091211165,0.13982169076019912
state_peer_divergence_1d,1,-6.590084413008035,0.004632483564909701,0.03176571476076125,-6.574406195977691,-0.01567821703034422
state_peer_divergence_1d,5,-1.1125577045917538,0.002112001508712117,0.013377197186948716,-1.1215026046868994,0.008944900095145591
state_peer_divergence_1d,20,-0.2493577724004275,0.0024688471685377603,0.015070404508718436,-0.2636502055197359,0.01429243311930839
state_peer_divergence_1d,40,-0.09866607056220274,-0.0014109909447514392,-0.007601715110527609,-0.09083872460689624,-0.0078273459553065
state_peer_divergence_1d,60,-0.03038012211656005,-0.0033056616170003533,-0.015446133409015631,-0.013592687651771096,-0.016787434464788954
state_peer_divergence_1d,120,0.004632878061171815,-0.0022346944341004754,-0.0091761896917237,0.014604581551269983,-0.009971703490098169
state_MACD_Signal_1d,1,-6.229330491060789,0.00778465344303135,0.04194810080528579,-6.209711180006108,-0.019619311054681177
state_MACD_Signal_1d,5,-1.112964660267333,0.011404967528150093,0.05824813681902129,-1.1534961230102072,0.040531462742874114
state_MACD_Signal_1d,20,-0.33118392016018044,-0.0033323812739919924,-0.01680912518492,-0.31541675911955985,-0.015767161040620592
state_MACD_Signal_1d,40,-0.27095848361558417,-0.005404950384694004,-0.024292151357344187,-0.24635563479657768,-0.024602848819006484
state_MACD_Signal_1d,60,-0.11322800943828279,-0.0004829476784581457,-0.001997408006531488,-0.11116947001044318,-0.002058539427839609
state_MACD_Signal_1d,120,-0.061455889322615066,-0.008685530519786263,-0.028342128465886445,-0.03155380078629756,-0.029902088536317505
VELOCITY_1_1d,1,-6.07385298805355,-0.038624151273629864,-0.14032481834694485,-6.219304634825889,0.14545164677233924
VELOCITY_1_1d,5,-1.766766683400331,-0.0326006669688265,-0.1136033491452849,-1.702524066488357,-0.06424261691197408
VELOCITY_1_1d,20,-0.46334561637303395,-0.02211871157099672,-0.07617380387566264,-0.3923157442631774,-0.07102987210985656
VELOCITY_1_1d,40,-0.24403276370529592,-0.020116723857138873,-0.06351064839387449,-0.18046730699527852,-0.0635654567100174
VELOCITY_1_1d,60,-0.156711200867327,-0.018207307943817877,-0.05214810887384943,-0.10403758875510945,-0.05267361211221756
VELOCITY_1_1d,120,-0.07978974697461222,-0.028648260110780505,-0.06830018291586988,-0.009000898990110202,-0.07078884798450202
insider_available_1d,1,-2.574043292953841,-0.007035010584596879,-0.047648039068184316,-2.6054963924665686,0.03145309951272779
insider_available_1d,5,-0.818284900043199,-0.0044459515414177146,-0.028356630342214733,-0.7997652638427132,-0.0185196362004858
insider_available_1d,20,-0.45558272547632245,0.0022580758827021427,0.01386271123016156,-0.4686802422170352,0.013097516740712745
insider_available_1d,40,-0.3532088297967724,0.009765220939158131,0.05566693917577984,-0.4099941764345004,0.056785346637727996
insider_available_1d,60,-0.2727425777974368,0.01861228569931252,0.09274421293219368,-0.36996059244291624,0.09721801464547941
insider_available_1d,120,-0.1601336675146196,0.06692256214144962,0.24202567983612014,-0.41816953566925685,0.25803586815463725
significance_intensity_7d_1d,1,-5.0251018283630655,0.11644522481480507,0.4336533064711201,-5.288960159459277,0.2638583310962117
significance_intensity_7d_1d,5,-0.8458526246571584,0.11004387982896038,0.3972063191459293,-1.2067780722323946,0.36092544757523626
significance_intensity_7d_1d,20,-0.05833423271452035,0.10918731562481145,0.3737920510054191,-0.4417163828680063,0.3833821501534859
significance_intensity_7d_1d,40,0.10891388592659298,0.1031356522331736,0.33617353035846453,-0.24831495914165522,0.3572288450682482
significance_intensity_7d_1d,60,0.15500546451255573,0.11116224270104384,0.3227076846774366,-0.1817166008278558,0.3367220653404115
significance_intensity_7d_1d,120,0.17244871523554497,0.08954360552939991,0.23506062941275951,-0.07511463803708222,0.24756335327262718
significant_events_7d_1d,1,-5.0251018283630655,0.11644522481480507,0.4336533064711201,-5.288960159459277,0.2638583310962117
significant_events_7d_1d,5,-0.8458526246571584,0.11004387982896038,0.3972063191459293,-1.2067780722323946,0.36092544757523626
significant_events_7d_1d,20,-0.05833423271452035,0.10918731562481145,0.3737920510054191,-0.4417163828680063,0.3833821501534859
significant_events_7d_1d,40,0.10891388592659298,0.1031356522331736,0.33617353035846453,-0.24831495914165522,0.3572288450682482
significant_events_7d_1d,60,0.15500546451255573,0.11116224270104384,0.3227076846774366,-0.1817166008278558,0.3367220653404115
significant_events_7d_1d,120,0.17244871523554497,0.08954360552939991,0.23506062941275951,-0.07511463803708222,0.24756335327262718
days_since_last_significant_1d,1,-6.310575538564959,-0.08207632967409294,-0.32593484859155786,-6.88125607417434,0.5706805356093811
days_since_last_significant_1d,5,-1.4902714013998284,-0.08727869040890819,-0.3250118250205712,-1.3494367716578093,-0.1408346297420191
days_since_last_significant_1d,20,-0.5505590804687658,-0.08706005808402113,-0.3138774168890187,-0.26806337691481297,-0.2824957035539528
days_since_last_significant_1d,40,-0.39339145637080214,-0.08333465714227659,-0.2854266163120219,-0.10832871979898857,-0.2850627365718136
days_since_last_significant_1d,60,-0.3181666541843003,-0.08730723270853938,-0.27297060635377135,-0.0379945405165166,-0.2801721136677837
days_since_last_significant_1d,120,-0.22544466726877818,-0.07958348226041563,-0.21912547920730152,0.0023405282891684753,-0.22778519555794666
is_significant_decayed_1d,1,-5.734715272504999,0.08526837772003042,0.3426880652671197,-5.886200089214515,0.15148481670951686
is_significant_decayed_1d,5,-0.9293665594240647,0.0872145327268719,0.32690328430252585,-1.211311083851617,0.28194452442755236
is_significant_decayed_1d,20,-0.06517572260825985,0.08684384314036878,0.31605235248992686,-0.3824906703664006,0.31731494775814073
is_significant_decayed_1d,40,0.0921307494624657,0.08285579340297546,0.28578992895120897,-0.20696325742516541,0.2990940068876311
is_significant_decayed_1d,60,0.13541813653477205,0.08661745011945945,0.2721355867368085,-0.15033576245181657,0.28575389898658865
is_significant_decayed_1d,120,0.14468818518166296,0.0792864186010672,0.22021233493919007,-0.08840023666061768,0.23308842184228062
market_context_trend_alignment_1d,1,-5.893750395559775,0.00784848184211824,0.034161049858800765,-5.876751951981603,-0.016998443578171596
market_context_trend_alignment_1d,5,-1.2727165625750518,0.017461699514048763,0.07208826797864253,-1.3234184691518276,0.05070190657677576
market_context_trend_alignment_1d,20,-0.28274172485867943,0.00528373403490973,0.021363464836865374,-0.3026751991364248,0.01993347427774539
market_context_trend_alignment_1d,40,-0.13509746665852002,0.0025506028039028383,0.009406102683950904,-0.14462117929599672,0.0095237126374767
market_context_trend_alignment_1d,60,-0.07982198382943038,0.004533873408607118,0.015497649032279008,-0.09610467388498503,0.016282690055554647
market_context_trend_alignment_1d,120,-0.02888492644500412,-0.008850397682649397,-0.024819923186239205,-0.00244620135756786,-0.02643872508743626
state_EMA_200_1d,1,-4.241996765101152,-0.11258092737938807,-0.3576525337927055,-4.7714857885741795,0.5294890234730278
state_EMA_200_1d,5,-1.1413606621719299,-0.13117049723467517,-0.38604981010221545,-0.9612295810639807,-0.18013108110794918
state_EMA_200_1d,20,-0.5389386998925699,-0.15189143028259108,-0.45081351188857965,-0.12942643543604235,-0.40951226445652755
state_EMA_200_1d,40,-0.4012612580799564,-0.14015905030160292,-0.43071275977551754,0.03419640524819507,-0.43545766332815145
state_EMA_200_1d,60,-0.3427737585845569,-0.1153470936013384,-0.3627903494389351,0.031851705460721295,-0.3746254640452782
state_EMA_200_1d,120,-0.34627318045146216,-0.0714647111172561,-0.2367555976366751,-0.1153648489271245,-0.23090833152433765
LEVEL_DIST_RESISTANCE_20_1d,1,-3.4084305402528092,0.20344339762717512,0.5633934835324069,-3.7176962543157224,0.30926571406291314
LEVEL_DIST_RESISTANCE_20_1d,5,-0.06985818832266805,0.2240212208448974,0.5921369337096186,-0.5713550176851262,0.5014968293624582
LEVEL_DIST_RESISTANCE_20_1d,20,0.34780229019486264,0.20935504928901302,0.5615158939776703,-0.2175808249910868,0.5653831151859494
LEVEL_DIST_RESISTANCE_20_1d,40,0.464532166639395,0.2332997254017259,0.5805448098780382,-0.1513488217743102,0.6158809884137052
LEVEL_DIST_RESISTANCE_20_1d,60,0.4296867109324916,0.26048168620552997,0.6108542754394608,-0.24300878992541836,0.67269550085791
LEVEL_DIST_RESISTANCE_20_1d,120,0.4286033713344913,0.3071128878934035,0.6566699611019979,-0.32913475676004383,0.7577381280945351
state_ARSI_14_1d,1,-6.11626266270696,-0.007936515790868095,-0.03595724493117487,-6.141736940124869,0.025474277417909086
state_ARSI_14_1d,5,-1.5954617786029746,-0.014091745632604586,-0.062208950591740586,-1.5572750742521073,-0.03818670435086724
state_ARSI_14_1d,20,-0.4181450453706139,-0.010408293796108328,-0.04416835075589321,-0.3767443246832353,-0.0414007206873786
state_ARSI_14_1d,40,-0.1771086390477008,9.817178470261967e-05,0.00038469670069767926,-0.17750012466913656,0.00039148562143576093
state_ARSI_14_1d,60,-0.10198037866017146,-0.000992855255070675,-0.003519282677740791,-0.09825514279425644,-0.0037252358659150137
state_ARSI_14_1d,120,-0.03751179220840607,0.005179106470502238,0.015915977737115325,-0.05466111823095501,0.017149326022548934
peer_breadth_excess_1d,1,-4.880590145186328,-0.03017996446299567,-0.10675333159898984,-4.972846273931863,0.09225612874553502
peer_breadth_excess_1d,5,-1.0468785759895918,-0.026409205612199893,-0.08852982573620032,-0.9924257882034165,-0.05445278778617524
peer_breadth_excess_1d,20,-0.2383992037919961,-0.012598886228228114,-0.04051474855168284,-0.20049325455612182,-0.03790594923587429
peer_breadth_excess_1d,40,-0.1221428593663556,-0.01068191898445819,-0.031202677125825026,-0.09069199384287785,-0.031450865523477756
peer_breadth_excess_1d,60,-0.08479019068701918,-0.007133172168037446,-0.019404195324340585,-0.06478824919927821,-0.020001941487740968
peer_breadth_excess_1d,120,-0.04487961961156463,-0.03170364571420422,-0.07590599907360683,0.03077780944670945,-0.07565742905827408
ACCELERATION_5_1d,1,-5.943168081803968,-0.01922523383113878,-0.06792735550611395,-5.997641882757677,0.05447380095370935
ACCELERATION_5_1d,5,-1.479471144830812,-0.011931392470455866,-0.040811715339314235,-1.4538142768621123,-0.025656867968699704
ACCELERATION_5_1d,20,-0.389778651631319,-0.007953367259175743,-0.02684706478804741,-0.36473785926777885,-0.02504079236354012
ACCELERATION_5_1d,40,-0.17248640120655848,0.00032900408390804857,0.0010410424516147708,-0.17353179632778717,0.0010453951212286983
ACCELERATION_5_1d,60,-0.1095861257634338,0.004187506282599054,0.012174253341675323,-0.12195596877550438,0.012369843012070586
ACCELERATION_5_1d,120,-0.040012233499359326,-0.005979334523280725,-0.014609311797490173,-0.025430723099586224,-0.014581510399773102
KURTOSIS_1d,1,-6.478548630187059,0.001667671359049396,0.0073963666639865,-6.474302664198177,-0.004245965988881828
KURTOSIS_1d,5,-1.0494290275057547,0.008499481713283664,0.03510070495126541,-1.0732715280960552,0.023842500590300464
KURTOSIS_1d,20,-0.04963495924107371,0.02076425527218726,0.0782022894520999,-0.12345242311454474,0.07381746387347103
KURTOSIS_1d,40,0.16109540778188233,0.03606644489819854,0.13249307953762518,0.02817940469927398,0.13291600308260834
KURTOSIS_1d,60,0.247764951094896,0.03152870892791892,0.11345841154186977,0.1333562154049238,0.1144087356899722
KURTOSIS_1d,120,0.302923036373646,-0.008535187932600495,-0.02823834422773682,0.33077342394154263,-0.02785038756789665
volume_sma_10_1d,1,-5.124161109187202,0.08360992473157941,0.3029805257266008,-5.186772555654119,0.0626114464669163
volume_sma_10_1d,5,-0.7333773616402721,0.07980415698833407,0.2806591755239744,-0.9566897757382554,0.2233124140979833
volume_sma_10_1d,20,0.08828830417051536,0.07147065820691331,0.23451986624472376,-0.13565722366214855,0.22394552783266392
volume_sma_10_1d,40,0.22746086654781364,0.0809040800716487,0.23792639176905603,-0.012539686160462474,0.2400005527082761
volume_sma_10_1d,60,0.2605541077116314,0.09203501301301598,0.25495286829038444,-0.00579555822158644,0.26634966593321785
volume_sma_10_1d,120,0.22485442599281077,0.05829861388136128,0.13590079537365005,0.08494818251550346,0.13990624347730732
state_EMA_5_1d,1,-5.195117121758156,-0.05659365312511709,-0.19416991292171965,-5.414276594488188,0.21915947273003145
state_EMA_5_1d,5,-1.622035616737253,-0.05557325723577506,-0.1874646483853117,-1.525975259866987,-0.09606035687026604
state_EMA_5_1d,20,-0.36328082056990374,-0.04467643731338888,-0.14592874399100675,-0.22886826610605512,-0.13441255446384862
state_EMA_5_1d,40,-0.1990287348543835,-0.033398803677770976,-0.10324890037804753,-0.09461771259489274,-0.10441102225949075
state_EMA_5_1d,60,-0.10236119546166472,-0.03198960336442144,-0.09266437794828342,-0.006238291794776561,-0.09612290366688817
state_EMA_5_1d,120,-0.054327235188934,-0.05298382544499353,-0.1409113706162334,0.09121996702850414,-0.14554720221743814
ROLLING_SKEW_10_1d,1,-6.591542102909046,0.005633779332997663,0.024177514346167658,-6.579007007318511,-0.012535095590535228
ROLLING_SKEW_10_1d,5,-1.447204380722225,0.019558613578745825,0.08029112608964528,-1.5049373483893664,0.05773296766714142
ROLLING_SKEW_10_1d,20,-0.2747885020335115,0.01927824209269648,0.07693508854782294,-0.3479924230214643,0.07320392098795281
ROLLING_SKEW_10_1d,40,-0.08082232096330803,0.032922435166986015,0.12134888937855057,-0.20493717488169771,0.12411485391838968
ROLLING_SKEW_10_1d,60,-0.04279836879808841,0.04778019354026401,0.1609742287092917,-0.21071387553589588,0.16791550673780747
ROLLING_SKEW_10_1d,120,0.05509944066548294,0.05617272139508123,0.15827533506081545,-0.11294680132118622,0.16804624198666915
state_CURRENT_DRAWDOWN_1d,1,-4.439513405868664,0.025576425869300354,0.11995702965809311,-4.3995473163061725,-0.03996608956249137
state_CURRENT_DRAWDOWN_1d,5,-0.48162193948660875,0.021716415215301803,0.09815149488616909,-0.5488660275728942,0.0672440880862854
state_CURRENT_DRAWDOWN_1d,20,-0.11071374580071983,0.012477647071764464,0.054175200266688685,-0.16214763550286745,0.05143388970214763
state_CURRENT_DRAWDOWN_1d,40,-0.031281146037296405,0.010197645407472755,0.03989360088490369,-0.07147887228350153,0.04019772624620512
state_CURRENT_DRAWDOWN_1d,60,0.012159269900664793,0.010146369141688406,0.03663096521375541,-0.025843197910124526,0.03800246781078932
state_CURRENT_DRAWDOWN_1d,120,0.023508515211504752,0.022485158612088645,0.07012053611418038,-0.05044227136213545,0.07395078657364021
fund_days_since_report_1d,1,-3.204240634093366,-0.0012209611944242482,-0.009353756615574766,-3.2099746507832982,0.005734016689932453
fund_days_since_report_1d,5,-0.6467579989940918,-0.004821790358500181,-0.03423590145934322,-0.6246243127810007,-0.022133686213091086
fund_days_since_report_1d,20,-0.09063998796517322,-0.013144102076521348,-0.08228318174312298,-0.01307588017714536,-0.07756410778802786
fund_days_since_report_1d,40,-0.11061547167623702,-0.01099228728071579,-0.06251511729620199,-0.047386006512143385,-0.06322946516409364
fund_days_since_report_1d,60,-0.10655745912213807,-0.028933109237590876,-0.1358381836826908,0.03517879519405216,-0.14173625431619025
fund_days_since_report_1d,120,-0.0800112199214027,-0.09935418094944318,-0.32446366415652533,0.28596248098120625,-0.36597370090260894
MARKET_PREMIUM_1d,1,-5.578537411597455,-0.04606468498574011,-0.15000060647783756,-5.733103330362633,0.15456591876517844
MARKET_PREMIUM_1d,5,-1.6489912943911584,-0.04676055798601719,-0.14618244784775913,-1.5690296943117163,-0.07996160007944209
MARKET_PREMIUM_1d,20,-0.4346189156440669,-0.03382555923532443,-0.10590691901605181,-0.33619532702097504,-0.09842358862309186
MARKET_PREMIUM_1d,40,-0.2271627844647302,-0.02476082323729505,-0.07057099116346312,-0.1560784704429344,-0.0710843140217958
MARKET_PREMIUM_1d,60,-0.14650125212515117,-0.01928817165148148,-0.051756145289308164,-0.09294272939894971,-0.05355852272620146
MARKET_PREMIUM_1d,120,-0.06633192020188187,-0.03681560575783821,-0.0861162240383869,0.02152750176534944,-0.08785942196723132
returns_1d,1,-5.538682015606921,-0.04404868836328969,-0.14387069323467122,-5.6838492933733455,0.1451672777664248
returns_1d,5,-1.6036918372065927,-0.04705718376005974,-0.14725698582439176,-1.523047251422615,-0.0806445857839777
returns_1d,20,-0.38818117135234925,-0.03430611448534338,-0.10735141534386813,-0.28818401901556606,-0.09999715233678319
returns_1d,40,-0.20171299984573238,-0.02462650846564557,-0.07042896649851389,-0.1306073462438278,-0.07110565360190457
returns_1d,60,-0.12118428067486947,-0.014698883801623826,-0.03918129672006846,-0.08049893751281913,-0.040685343162050344
returns_1d,120,-0.05725786763078754,-0.02880340189068836,-0.06779969250485327,0.012303375358755439,-0.06956124298954297
state_MAX_DRAWDOWN_1d,1,-4.552313572322818,0.02563760978437785,0.12059003830064123,-4.513135266092897,-0.039178306229921134
state_MAX_DRAWDOWN_1d,5,-0.47852576172345956,0.022523595151976914,0.1014686732892932,-0.5479933979734111,0.0694676362499515
state_MAX_DRAWDOWN_1d,20,-0.09864011520096941,0.014755956119898944,0.06383971326746339,-0.15921064732963133,0.060570532128661925
state_MAX_DRAWDOWN_1d,40,-0.010781044076204036,0.01228349639793908,0.04832894192038937,-0.0594432105804622,0.04866216650425817
state_MAX_DRAWDOWN_1d,60,0.023646334609873785,0.01116022545230115,0.04041390466365749,-0.01841547534528979,0.04206180995516358
state_MAX_DRAWDOWN_1d,120,0.03471552121568249,0.025966146726528114,0.08152397292996806,-0.051086184737367875,0.08580170595305037
is_significant_1d,1,-3.295503631180156,0.053094111947197126,0.24165716287735395,-3.2472340701337554,-0.04826956104640079
is_significant_1d,5,-0.5071013760820403,0.05418977033835153,0.2364592015796919,-0.6822409827555104,0.17513960667347006
is_significant_1d,20,-0.0032766945597589685,0.05509700318788843,0.2318758610738123,-0.22947794451863923,0.22620124995888027
is_significant_1d,40,0.09170149784729818,0.054500170095055485,0.2116177496298511,-0.12902285245899306,0.22072435030629123
is_significant_1d,60,0.11565719554827639,0.05975937320546722,0.20529495833307349,-0.10420939637712673,0.21986659192540312
is_significant_1d,120,0.10427812386792759,0.05903551006130659,0.18860904470666542,-0.09525177971431319,0.19952990358224076
state_volume_sma_5_1d,1,-5.822318635572493,0.006934419120903664,0.03299198631179698,-5.805749834083258,-0.01656880148923534
state_volume_sma_5_1d,5,-1.243685756836045,0.005646590849913574,0.026836359067040613,-1.2619058612356446,0.018220104399599535
state_volume_sma_5_1d,20,-0.3075770674717179,0.0004429936244646538,0.0019990969513447436,-0.30945472086999637,0.001877653398278445
state_volume_sma_5_1d,40,-0.15404886445680158,-0.004698514909617441,-0.01839935274697263,-0.13562651739644288,-0.018422347060358696
state_volume_sma_5_1d,60,-0.10397874013953019,-0.006579054042711657,-0.022746072054618736,-0.0800094467864071,-0.02396929335312309
state_volume_sma_5_1d,120,-0.07295005192842696,-0.03900648662655384,-0.1085385258915624,0.04474688905591054,-0.1176969409843375
volume_roc_1d,1,-6.353351831517695,0.006090154937254573,0.028245259721822614,-6.338990149036414,-0.014361682481280447
volume_roc_1d,5,-1.1463322873436883,0.0009068635197832224,0.004096885754792021,-1.1490332143685946,0.002700927024906319
volume_roc_1d,20,-0.25726442421093504,0.0010646393577134583,0.004485879147895122,-0.26148456523247954,0.004220141021544499
volume_roc_1d,40,-0.11700973231933813,-0.0012804870129991556,-0.00477981913889825,-0.11220589138801436,-0.004803840931323772
volume_roc_1d,60,-0.08924174007153159,-0.007209910172707354,-0.023992813161190188,-0.06454121929579741,-0.024700520775734175
volume_roc_1d,120,-0.060518463431327656,-0.03648825134206203,-0.0980064754643529,0.04279959254988459,-0.10331805598121224
state_volatility_20_1d,1,-5.408759092647631,0.009546135926811772,0.04860759607062559,-5.386058108002957,-0.02270098464467374
state_volatility_20_1d,5,-1.0170568211366906,-0.0011053800820135893,-0.005427333671929863,-1.0135090478475692,-0.00354777328912137
state_volatility_20_1d,20,-0.2665775044105577,0.0018597012217666299,0.008896977989596192,-0.2749499030881107,0.008372398677552961
state_volatility_20_1d,40,-0.16342277316860918,-0.006943899245698649,-0.030966907458384964,-0.13168389759023205,-0.031738875578377124
state_volatility_20_1d,60,-0.08182669474502523,-0.007482370331496404,-0.031197421205168427,-0.04962582210690078,-0.03220087263812445
state_volatility_20_1d,120,-0.06483460328533283,-0.02511110642214846,-0.08955400755651476,0.030717628848761763,-0.0955522321340946
state_volume_sma_10_1d,1,-6.430165593334678,0.0110578201007398,0.054922996589509394,-6.406992150626454,-0.023173442708223746
state_volume_sma_10_1d,5,-1.2028856400158534,0.0003332449264455449,0.001560193265009275,-1.2039059896424316,0.0010203496265781542
state_volume_sma_10_1d,20,-0.3185573544784811,-0.0068331326739874245,-0.029310804967067238,-0.29137862821634186,-0.02717872626213924
state_volume_sma_10_1d,40,-0.1447490469112795,-0.011304237509473326,-0.04314136544492084,-0.10127372211345173,-0.04347532479782776
state_volume_sma_10_1d,60,-0.07415244475144651,-0.006168780121786996,-0.02046717438909422,-0.052977677377932374,-0.02117476737351414
state_volume_sma_10_1d,120,-0.05686995535451836,-0.05292512996405577,-0.13969953060151744,0.09944271058724212,-0.15631266594176046
CDL_UPPER_WICK_RATIO_1d,1,-4.4019333867119945,0.0015654545739657638,0.0066998441363775064,-4.39802555975232,-0.003907826959674843
CDL_UPPER_WICK_RATIO_1d,5,-0.7881973259724694,0.00020569188921356146,0.0008700141599936828,-0.7887693688734416,0.0005720429009722361
CDL_UPPER_WICK_RATIO_1d,20,-0.16946896305525944,-0.0067552619720674814,-0.02710570943835887,-0.14400596788191086,-0.025462995173348574
CDL_UPPER_WICK_RATIO_1d,40,-0.06731044280139646,-0.001977925745585274,-0.007220501183989357,-0.060043978392790555,-0.007266464408605906
CDL_UPPER_WICK_RATIO_1d,60,-0.027236803445532014,-0.003806221317624158,-0.012811369606661894,-0.013944219008083255,-0.01329258443744876
