feature,hold,net,beta,correlation,hedged,cost_of_hedging
ATR_14_1d,20,-1.1923553270317682,0.055775474673236514,0.20215705085803126,-1.4112902173780106,0.21893489034624247
ATR_14_1d,40,-1.001990534978192,0.03241608533614877,0.10744625857897953,-1.1177373902880783,0.11574685530988638
ATR_14_1d,60,-0.9385205903842534,0.006060419193371724,0.018561845852119212,-0.9576304101923164,0.019109819808063033
ATR_14_1d,120,-0.832374195411788,-0.07818595618468015,-0.19895941897123076,-0.6279098980179686,-0.20446429739381944
VELOCITY_10_1d,1,-5.786889077589278,-0.07311490334920737,-0.2396167119645158,-6.108125514762072,0.3212364371727947
VELOCITY_10_1d,5,-1.7374668092990018,-0.07891578354557789,-0.25742082839734737,-1.6221140525469475,-0.11535275675205425
VELOCITY_10_1d,20,-0.5703220576081989,-0.05655702219956242,-0.18165949756456248,-0.40619277244538415,-0.16412928516281472
VELOCITY_10_1d,40,-0.40334720112964667,-0.053314791714497885,-0.15763990343589687,-0.24887598556522988,-0.1544712155644168
VELOCITY_10_1d,60,-0.2852181637196471,-0.07516378334730703,-0.20729978088277265,-0.07432005617535425,-0.21089810754429283
VELOCITY_10_1d,120,-0.1874340620173825,-0.05867910903310195,-0.14164579545583758,-0.044392150867559634,-0.14304191114982287
atr_14_1d,1,-7.104468548096143,0.08686795584794697,0.35082165254901787,-7.362627308841965,0.2581587607458218
atr_14_1d,5,-2.1946755187176175,0.07375879968810599,0.28751890767732596,-2.4889684157095804,0.2942928969919629
atr_14_1d,20,-1.2873704773513532,0.047644227014749525,0.17570407566158386,-1.4752362769235376,0.1878657995721844
atr_14_1d,40,-1.0601924632856476,0.022526652619534335,0.0751570280371175,-1.139759552041515,0.07956708875586727
atr_14_1d,60,-0.9732633122036931,-0.0003221098609791365,-0.0009960641246686602,-0.9722434920717001,-0.0010198201319929767
atr_14_1d,120,-0.8724720156204008,-0.09270603878911363,-0.23795508888647665,-0.6267668383713421,-0.24570517724905871
market_context_trend_5d_1d,1,-5.9235521007459155,-0.052919416505905585,-0.17622828220968587,-6.124794582869786,0.2012424821238703
