path,category_guess,imported_by_count,risk_count,status,recommendation
meta_learning/awareness/context/models.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
meta_learning/awareness/context/scanner.py,utility_or_unknown,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
meta_learning/awareness/context/storage.py,utility_or_unknown,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
meta_learning/awareness/context/__init__.py,utility_or_unknown,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
meta_learning/evolution/optimization/bayesian_optimizer.py,utility_or_unknown,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
meta_learning/evolution/optimization/__init__.py,utility_or_unknown,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
metrics/financial/financial_metrics_library.py,risk,4,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
metrics/financial/portfolio_metrics.py,calculator,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
metrics/model/ml_evaluator.py,calculator,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
metrics/utils/calculation_tools.py,risk,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/actions/action_trigger.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/adapters/adapters.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/adapters/categorical_helper.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/adapters/data_preparation.py,model,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/adapters/sentiment_integration.py,calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/adapters/unified_model_adapter.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/baseline_dominance_detector.py,model,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/analysis/model_analyzer.py,calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/analysis/model_health_analyzer.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/overfitting_detector.py,model,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/analysis/regime_winner_analyzer.py,calculator,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/analysis/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/calibration/adaptive_confidence_calibrator.py,calculator,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/calibration/prediction_ledger.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/dean/dean_bootstrap_system.py,model,3,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/ensemble/composer.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/confidence_calibrator.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/dynamic_weights.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/ensemble_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/ensemble/model_correlation_analyzer.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/weight_stability_monitor.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/health/model_health_evaluator.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/linear/knn_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/linear/linear_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/linear/svm_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/model_selector/adaptive_selector.py,model,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/model_selector/fingerprint_selector.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/model_selector/smart_selector.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/model_selector/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/monitoring/prediction_drift_monitor.py,model,3,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/monitoring/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/neural/autoencoder_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/neural/base_neural.py,model,5,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/neural/cnn_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/neural/gru_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/neural/lstm_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/neural/mlp_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/neural/sequence_builder.py,model,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/neural/tabnet_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/neural/transformer_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/prototypes/prototype.py,model,3,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/prototypes/registry.py,model,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/prototypes/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/quality/controller.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/quality/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/registry/model_registry.py,model,9,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/statistics/model_statistics.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/tree/catboost_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/tree/lightgbm_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/tree/random_forest_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/tree/xgboost_model.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/analysis/baseline/comparison.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/analysis/baseline/recommendations.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/analysis/baselines/base.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/baselines/models.py,model,0,2,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
models/analysis/baselines/strategies.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/baselines/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/overfitting_detection/analyzer.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/overfitting_detection/config.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/overfitting_detection/manager.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/overfitting_detection/metrics.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/overfitting_detection/visualizer.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/overfitting_detection/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/regime/detector.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/regime/metrics.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/regime/patterns.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/regime/recommendations.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/regime/stability.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/analysis/regime/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/calibration/base.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/calibration/strategies.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/ensemble/correlation/correlation_engine.py,calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/ensemble/correlation/correlation_visualizer.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/correlation/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/weight_stability/analyzer.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/weight_stability/calculator.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/weight_stability/config.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/weight_stability/manager.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/weight_stability/stabilizer.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/weight_stability/visualizer.py,calculator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/ensemble/weight_stability/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
models/monitoring/drift/alert_system.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/monitoring/drift/analyzer.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/monitoring/drift/drift_calculator.py,calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/monitoring/drift/drift_visualizer.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/monitoring/drift/history.py,model,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
models/monitoring/drift/__init__.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
monitoring/infrastructure/resource_monitor.py,calculator,4,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
monitoring/reporting/performance_reports.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/cache/results_cache_manager.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/guards/macro_release_timing_guard.py,validator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/guards/safe_feature_combiner.py,validator,1,3,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/guards/temporal_leakage_guard.py,target_calculator,1,12,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/guards/temporal_target_guard.py,calculator,1,7,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/guards/timeframe_alignment_guard.py,validator,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/guards/__init__.py,validator,0,3,UNUSED_USEFUL_CANDIDATE,"Orphan statically, but category may contain reusable production logic."
pipeline/hybrid/cache_manager.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/champion_selector.py,calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/colab_manager.py,orchestrator,3,10,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/hybrid/colab_workflow_manager.py,orchestrator,0,1,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/hybrid/component_factory.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/context_builder.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/contracts.py,orchestrator,4,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/data_batch_manager.py,orchestrator,0,2,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/hybrid/data_cache_manager.py,orchestrator,1,1,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/hybrid/data_components_context.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/data_manager.py,target_calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/data_processor.py,target_calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/data_utils.py,target_calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/feature_loader.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/feature_processor.py,target_calculator,0,3,UNUSED_USEFUL_CANDIDATE,"Orphan statically, but category may contain reusable production logic."
pipeline/hybrid/feature_selection_manager.py,orchestrator,0,1,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/hybrid/feature_selection_validator.py,validator,1,1,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/hybrid/final_stages_orchestrator.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/hybrid_dataclasses.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/light_models_trainer.py,model,0,1,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/hybrid/metadata_manager.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/model_training_orchestrator.py,orchestrator,0,2,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/hybrid/orchestrator_config.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/orchestrator_interface.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/pipeline_cache_checker.py,validator,0,1,UNUSED_USEFUL_CANDIDATE,"Orphan statically, but category may contain reusable production logic."
pipeline/hybrid/pipeline_config.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/pipeline_executor.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/pipeline_manager.py,orchestrator,0,1,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/hybrid/pipeline_metadata_manager.py,model,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/pipeline_runner.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/results_processor.py,model,1,4,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/hybrid/selected_features_processor.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/storage_helpers.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/hybrid/storage_manager.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/hybrid/test_mode_manager.py,target_calculator,0,0,UNUSED_USEFUL_CANDIDATE,"Orphan statically, but category may contain reusable production logic."
pipeline/hybrid/__init__.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/base_stage.py,orchestrator,8,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/stage_0_data_generation.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/stage_0_setup.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/stage_1_collection.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/stage_2_processing.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/stage_3_feature_engineering.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/stage_4_modeling.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/stage_5_prediction.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/stage_6_trading_execution.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/stage_7_evaluation.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/__init__.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/cache/feature_cache_manager.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/collection/orchestrator.py,orchestrator,0,3,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/evaluation/analytics.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/evaluation/backtest_adapter.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/evaluation/backtest_analyzer.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/evaluation/data_recovery.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/evaluation/io.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/evaluation/metrics_calculator.py,calculator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/evaluation/orchestrator.py,orchestrator,0,3,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/evaluation/pipeline_control_artifacts.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/evaluation/reporting.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/evaluation/report_generator.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/evaluation/__init__.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/features/orchestrator_manager.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/feature_engineering/enricher.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/feature_engineering/guards.py,orchestrator,0,4,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/feature_engineering/orchestrator.py,orchestrator,0,3,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/feature_engineering/targets.py,orchestrator,0,3,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/feature_engineering/timeframe_context.py,orchestrator,0,1,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/feature_engineering/__init__.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/modeling/dataclasses.py,orchestrator,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/modeling/io.py,orchestrator,3,3,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/stages/modeling/metrics.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/modeling/orchestration.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/modeling/orchestrator.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/modeling/pipeline_control_artifacts.py,orchestrator,3,1,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/stages/modeling/training.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/modeling/utils.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/modeling/walk_forward_validation.py,orchestrator,1,9,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/stages/modeling/__init__.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/monitoring/feature_monitoring.py,orchestrator,0,3,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/news/news_manager.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/prediction/anomaly_engine.py,orchestrator,0,1,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/prediction/data_preparation_service.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/prediction/data_preparer.py,orchestrator,0,6,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/prediction/lineage.py,orchestrator,4,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/prediction/model_resolver.py,orchestrator,0,2,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/prediction/model_selection_service.py,orchestrator,1,2,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/stages/prediction/orchestrator.py,orchestrator,0,7,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/prediction/output_contract.py,orchestrator,1,5,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/stages/prediction/prediction_context_manager.py,orchestrator,1,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/prediction/prediction_generator.py,orchestrator,0,8,UNUSED_RISKY_QUARANTINE,Not imported and risky. Do not integrate without tests.
pipeline/stages/prediction/scaler_service.py,orchestrator,1,5,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/stages/prediction/__init__.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/processing/data_handler.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/processing/orchestrator.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/processing/storage.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/processing/validator.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/processing/__init__.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/trading/data_io.py,orchestrator,2,0,ACTIVE_UNTESTED_OR_OK,Used by source. Check tests/runtime before declaring OK.
pipeline/stages/trading/orchestrator.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/trading/recommendation_engine.py,orchestrator,1,31,ACTIVE_BUGGY_OR_RISKY,Used by source and has risk findings. Review/fix first.
pipeline/stages/trading/__init__.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
pipeline/stages/utils/collection_manager.py,orchestrator,0,0,UNUSED_DELETE_CANDIDATE,No static imports. Confirm config/runtime usage before deletion.
