feature,measured,dtype,history,coverage,uniq,mode_share,varies,verdict
FRED_UNRATE_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_VIXCLS_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_WALCL_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_WPU01_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_WPU055_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_WPU0561_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_WPU101_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_WTREGEN_60m,False,float32,0,0.0,0,1.0,0.0,too little history
HURST_EXPONENT_60m,False,float32,0,0.0,0,1.0,0.0,too little history
KURTOSIS_60m,False,float32,0,0.0,0,1.0,0.0,too little history
LAG_10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
LAG_1_60m,False,float32,0,0.0,0,1.0,0.0,too little history
LAG_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
LAG_5_60m,False,float32,0,0.0,0,1.0,0.0,too little history
LEVEL_BREAKOUT_DOWN_20_60m,False,float64,0,0.0,0,1.0,0.0,too little history
LEVEL_BREAKOUT_UP_20_60m,False,float64,0,0.0,0,1.0,0.0,too little history
LEVEL_DIST_RESISTANCE_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
LEVEL_DIST_SUPPORT_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
LEVEL_POSITION_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
MACD_60m,False,float32,0,0.0,0,1.0,0.0,too little history
MACD_Histogram_60m,False,float32,0,0.0,0,1.0,0.0,too little history
MACD_Signal_60m,False,float32,0,0.0,0,1.0,0.0,too little history
MARKET_PREMIUM_60m,False,float32,0,0.0,0,1.0,0.0,too little history
MAX_DRAWDOWN_60m,False,float32,0,0.0,0,1.0,0.0,too little history
MOMENTUM_ZSCORE_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ROLLING_KURT_10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ROLLING_KURT_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ROLLING_SKEW_10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ROLLING_SKEW_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ROLLING_VOL_10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ROLLING_VOL_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
RSI_14_60m,False,float32,0,0.0,0,1.0,0.0,too little history
RSI_VELOCITY_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SHARPE_RATIO_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SKEWNESS_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SMA_100_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SMA_10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SMA_200_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SMA_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SMA_50_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SMA_5_60m,False,float32,0,0.0,0,1.0,0.0,too little history
SORTINO_RATIO_60m,False,float32,0,0.0,0,1.0,0.0,too little history
Stoch_D_60m,False,float32,0,0.0,0,1.0,0.0,too little history
Stoch_K_60m,False,float32,0,0.0,0,1.0,0.0,too little history
VELOCITY_10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
VELOCITY_1_60m,False,float32,0,0.0,0,1.0,0.0,too little history
VELOCITY_5_60m,False,float32,0,0.0,0,1.0,0.0,too little history
VOLATILITY_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
VOLATILITY_50_60m,False,float32,0,0.0,0,1.0,0.0,too little history
VOLATILITY_5_60m,False,float32,0,0.0,0,1.0,0.0,too little history
Williams_R_60m,False,float32,0,0.0,0,1.0,0.0,too little history
atr_14_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_available_60m,False,float64,0,0.0,0,1.0,0.0,too little history
cftc_crude_ls_ratio_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_crude_net_pct_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_dow_ls_ratio_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_dow_net_pct_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_gold_ls_ratio_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_gold_net_pct_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_nasdaq_ls_ratio_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_nasdaq_net_pct_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_sp500_ls_ratio_60m,False,float32,0,0.0,0,1.0,0.0,too little history
cftc_sp500_net_pct_60m,False,float32,0,0.0,0,1.0,0.0,too little history
context_anxiety_index_60m,False,float64,0,0.0,0,1.0,0.0,too little history
context_fingerprint_60m,False,object,0,0.0,0,1.0,0.0,too little history
context_pattern_id_60m,False,object,0,0.0,0,1.0,0.0,too little history
context_pattern_seq_60m,False,object,0,0.0,0,1.0,0.0,too little history
context_stability_60m,False,float32,0,0.0,0,1.0,0.0,too little history
context_velocity_60m,False,float32,0,0.0,0,1.0,0.0,too little history
context_velocity_rank_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_AATR_14_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ABB_Lower_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ABB_Mid_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ABB_Upper_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ACCELERATION_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ACCELERATION_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_AEMA_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ARSI_14_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ATR_14_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_AUTOCORR_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_BB_Lower_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_BB_Middle_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_BB_Upper_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CCI_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_BODY_RATIO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_DOJI_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_ENGULFING_BEAR_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_ENGULFING_BULL_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_HAMMER_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_INSIDE_BAR_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_LOWER_WICK_RATIO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_MARUBOZU_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_OUTSIDE_BAR_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_SHOOTING_STAR_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CDL_UPPER_WICK_RATIO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_CURRENT_DRAWDOWN_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_EMA_100_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_EMA_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_EMA_200_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_EMA_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_EMA_50_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_EMA_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_BAMLC0A0CM_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_BAMLH0A0HYM2_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_CAPUTLB50001SQ_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_CCSA_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_CPIAUCSL_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_CSUSHPINSA_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_DCOILWTICO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_DEXCHUS_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_DEXUSEU_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_DGORDER_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_DGS10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_DSPIC96_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_FEDFUNDS_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_GDP_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_GS10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_GS2_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_HOUST_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_ICSA_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_INDPRO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_MANEMP_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_NFCI_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_PAYEMS_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_PCEPILFE_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_PCEPI_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_PCU334413334413_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_PERMIT_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_PPIACO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_RRPONTSYD_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_RSAFS_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_SAHMREALTIME_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_T10Y2Y_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_T10Y3M_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_T10YIE_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_T5YIE_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_T5YIFR_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_TOTALSA_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_UMCSENT_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_UNRATE_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_VIXCLS_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_WALCL_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_WPU01_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_WPU055_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_WPU0561_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_WPU101_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_FRED_WTREGEN_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_HURST_EXPONENT_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_KURTOSIS_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LAG_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LAG_1_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LAG_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LAG_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LEVEL_BREAKOUT_DOWN_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LEVEL_BREAKOUT_UP_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LEVEL_DIST_RESISTANCE_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LEVEL_DIST_SUPPORT_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_LEVEL_POSITION_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_MACD_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_MACD_Histogram_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_MACD_Signal_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_MARKET_PREMIUM_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_MAX_DRAWDOWN_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_MOMENTUM_ZSCORE_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ROLLING_KURT_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ROLLING_KURT_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ROLLING_SKEW_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ROLLING_SKEW_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ROLLING_VOL_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_ROLLING_VOL_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_RSI_14_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_RSI_VELOCITY_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SHARPE_RATIO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SKEWNESS_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SMA_100_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SMA_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SMA_200_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SMA_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SMA_50_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SMA_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_SORTINO_RATIO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_Stoch_D_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_Stoch_K_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_VELOCITY_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_VELOCITY_1_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_VELOCITY_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_VOLATILITY_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_VOLATILITY_50_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_VOLATILITY_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_Williams_R_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_atr_14_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_available_at,True,"datetime64[ns, UTC]",0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_crude_ls_ratio_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_crude_net_pct_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_dow_ls_ratio_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_dow_net_pct_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_gold_ls_ratio_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_gold_net_pct_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_nasdaq_ls_ratio_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_nasdaq_net_pct_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_sp500_ls_ratio_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_cftc_sp500_net_pct_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_close,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_context_anxiety_index_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_context_fingerprint_1d,False,object,0,0.0,0,1.0,0.0,too little history
ctx_1d_context_pattern_id_1d,False,object,0,0.0,0,1.0,0.0,too little history
ctx_1d_context_pattern_seq_1d,False,object,0,0.0,0,1.0,0.0,too little history
ctx_1d_context_stability_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_context_velocity_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_context_velocity_rank_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_day_of_month_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_day_of_week_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_day_of_week_cos_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_day_of_week_sin_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_day_of_year_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_days_since_last_significant_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_entity_count_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fear_greed_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fear_greed_index_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_filing_count_30d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_filing_data_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_filing_days_since_last_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_filing_material_30d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_filing_periodic_30d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fund_current_ratio_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fund_data_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fund_days_since_report_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fund_debt_to_equity_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fund_earnings_yield_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fund_price_to_book_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_fund_return_on_equity_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_gk_volatility_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_high,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_hour_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_hour_cos_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_hour_sin_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_hype_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_hype_score_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_insider_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_insider_net_value_30d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_is_significant_1d,False,object,0,0.0,0,1.0,0.0,too little history
ctx_1d_is_significant_decayed_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_keyword_count_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_keyword_entity_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_low,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_macro_composite_score_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_breadth_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_day_of_week_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_fed_funds_trend_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_fed_funds_velocity_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_hour_of_day_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_market_breadth_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_price_to_ma20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_rsi_current_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_trend_20d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_trend_5d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_trend_alignment_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_volatility_20d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_volatility_5d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_volatility_ratio_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_volume_ratio_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_yield_curve_inverted_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_context_yield_curve_slope_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_return_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_market_session_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_month_of_year_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_coverage_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_freshness_hours_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_impact_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_impact_score_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_intensity_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_quality_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_quality_score_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_significance_level_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_news_source_count_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_nlp_cluster_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_nlp_sentiment_score_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_nlp_subjectivity_score_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_obv_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_open,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_peer_breadth_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_peer_breadth_excess_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_peer_count_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_peer_divergence_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_peer_return_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_peer_return_excess_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_peer_volatility_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_price_volume_trend_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_quarter_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_returns_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_available_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_decay_weighted_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_ema_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_mean_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_neg_threshold_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_pos_threshold_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_sma_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_sma_50_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_sma_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_std_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_std_50_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_std_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_std_stat_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_sentiment_velocity_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_significance_intensity_7d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_significant_events_30d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_significant_events_7d_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_source_datetime,True,"datetime64[ns, UTC]",0,0.0,0,1.0,0.0,too little history
ctx_1d_state_AATR_14_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_ABB_Lower_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_ABB_Mid_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_ABB_Upper_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_ACCELERATION_10_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_ACCELERATION_5_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_AEMA_20_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_ARSI_14_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_ATR_14_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_AUTOCORR_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_BB_Lower_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_BB_Middle_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_BB_Upper_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_CCI_1d,False,float32,0,0.0,0,1.0,0.0,too little history
ctx_1d_state_CDL_BODY_RATIO_1d,False,float32,0,0.0,0,1.0,0.0,too little history
