feature,measured,dtype,history,coverage,uniq,mode_share,varies,verdict
state_FRED_BAMLH0A0HYM2_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_entity_count_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_fear_greed_index_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_filing_count_30d_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_filing_days_since_last_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_filing_material_30d_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_filing_periodic_30d_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_hype_score_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_keyword_count_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_keyword_entity_available_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_news_freshness_hours_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_news_impact_available_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_news_impact_score_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_news_quality_available_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_news_quality_score_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_news_significance_level_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_news_source_count_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_nlp_cluster_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_nlp_sentiment_score_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_nlp_subjectivity_score_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_sentiment_available_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_sentiment_ema_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_sentiment_mean_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_sentiment_neg_threshold_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_sentiment_pos_threshold_1d,True,float64,623398,1.0,1,1.0,0.0,constant
state_sentiment_std_stat_1d,True,float64,623398,1.0,1,1.0,0.0,constant
FRED_CAPUTLB50001SQ_1d,True,float32,225649,0.3619661917426748,111,0.011194377107809031,0.0,market-wide: no cross-sectional variation
FRED_CCSA_1d,True,float32,355548,0.5703386921356822,627,0.007565785772947675,0.0,market-wide: no cross-sectional variation
FRED_CPIAUCSL_1d,True,float32,621397,0.9967901725703323,318,0.009163224154606476,0.0,market-wide: no cross-sectional variation
FRED_CSUSHPINSA_1d,True,float32,231147,0.3707855976438808,106,0.011853928452456662,0.0,market-wide: no cross-sectional variation
FRED_DCOILWTICO_1d,True,float32,623165,0.999626241983452,4669,0.0011120650229072557,0.0,market-wide: no cross-sectional variation
FRED_DEXCHUS_1d,True,float32,623165,0.999626241983452,3429,0.028920109441319716,0.0,market-wide: no cross-sectional variation
FRED_DEXUSEU_1d,True,float32,585328,0.938931469141704,3586,0.0015922696334362955,0.0,market-wide: no cross-sectional variation
FRED_DGORDER_1d,True,float32,574105,0.9209285239926981,592,0.00509662866548802,0.0,market-wide: no cross-sectional variation
FRED_DGS10_1d,True,float32,623165,0.999626241983452,629,0.0049794195758747686,0.0,market-wide: no cross-sectional variation
FRED_DSPIC96_1d,True,float32,620731,0.9957218342054354,326,0.007753761291122886,0.0,market-wide: no cross-sectional variation
FRED_FEDFUNDS_1d,True,float32,619397,0.9935819492523236,161,0.06725573420601004,0.0,market-wide: no cross-sectional variation
FRED_GDP_1d,True,float32,620792,0.9958196850166346,320,0.007583860616760525,0.0,market-wide: no cross-sectional variation
FRED_GS10_1d,True,float32,623348,0.9999197944170498,234,0.016958424507658644,0.0,market-wide: no cross-sectional variation
FRED_GS2_1d,True,float32,623348,0.9999197944170498,233,0.013969724776529323,0.0,market-wide: no cross-sectional variation
FRED_HOUST_1d,True,float32,621336,0.996692321759133,292,0.01166196711602096,0.0,market-wide: no cross-sectional variation
FRED_ICSA_1d,True,float32,362249,0.5810878443626704,333,0.01610770492120061,0.0,market-wide: no cross-sectional variation
FRED_INDPRO_1d,True,float32,621336,0.996692321759133,347,0.004656095896584135,0.0,market-wide: no cross-sectional variation
FRED_MANEMP_1d,True,float32,621885,0.9975729790599264,302,0.014787299902715132,0.0,market-wide: no cross-sectional variation
FRED_NFCI_1d,True,float32,623043,0.9994305403610535,700,0.007824500074633693,0.0,market-wide: no cross-sectional variation
FRED_PAYEMS_1d,True,float32,621885,0.9975729790599264,319,0.007364705693174783,0.0,market-wide: no cross-sectional variation
FRED_PCEPILFE_1d,True,float32,554374,0.8892777968488831,272,0.012253460660131969,0.0,market-wide: no cross-sectional variation
FRED_PCEPI_1d,True,float32,554374,0.8892777968488831,271,0.00868186458960918,0.0,market-wide: no cross-sectional variation
FRED_PCU334413334413_1d,True,float32,221899,0.3559507730214085,66,0.05184340623436789,0.0,market-wide: no cross-sectional variation
FRED_PERMIT_1d,True,float32,573405,0.919805645831395,462,0.008391974259031574,0.0,market-wide: no cross-sectional variation
FRED_PPIACO_1d,True,float32,619031,0.992994844385128,264,0.01643051801929144,0.0,market-wide: no cross-sectional variation
FRED_RRPONTSYD_1d,True,float32,502657,0.8063179541801546,2221,0.15158050121653532,0.0,market-wide: no cross-sectional variation
FRED_RSAFS_1d,True,float32,536778,0.8610518480970424,285,0.007977227084567549,0.0,market-wide: no cross-sectional variation
FRED_SAHMREALTIME_1d,True,float32,108898,0.17468455144225678,26,0.174245624345718,0.0,market-wide: no cross-sectional variation
FRED_T10Y2Y_1d,True,float32,623165,0.999626241983452,391,0.011107812537610425,0.0,market-wide: no cross-sectional variation
FRED_T10Y3M_1d,True,float32,623165,0.999626241983452,547,0.005127053027689296,0.0,market-wide: no cross-sectional variation
FRED_T10YIE_1d,True,float32,504748,0.8096721516591326,253,0.0200397029804972,0.0,market-wide: no cross-sectional variation
FRED_T5YIE_1d,True,float32,504748,0.8096721516591326,355,0.01041113585393107,0.0,market-wide: no cross-sectional variation
FRED_T5YIFR_1d,True,float32,504748,0.8096721516591326,204,0.017436423720351542,0.0,market-wide: no cross-sectional variation
FRED_TOTALSA_1d,True,float32,275628,0.44213808834805374,142,0.06310679611650485,0.0,market-wide: no cross-sectional variation
FRED_UMCSENT_1d,True,float32,592762,0.9508564352147424,225,0.013155364210256393,0.0,market-wide: no cross-sectional variation
FRED_UNRATE_1d,True,float32,621885,0.9975729790599264,67,0.04333920258568706,0.0,market-wide: no cross-sectional variation
FRED_VIXCLS_1d,True,float32,623165,0.999626241983452,2424,0.00226264312020091,0.0,market-wide: no cross-sectional variation
FRED_WALCL_1d,True,float32,505500,0.8108784436267039,1080,0.0010880316518298715,0.0,market-wide: no cross-sectional variation
FRED_WPU01_1d,True,float32,223974,0.3592793047138425,100,0.0204800557207533,0.0,market-wide: no cross-sectional variation
FRED_WPU055_1d,True,float32,223974,0.3592793047138425,99,0.01865395090501576,0.0,market-wide: no cross-sectional variation
FRED_WPU0561_1d,True,float32,223974,0.3592793047138425,101,0.023230374954235758,0.0,market-wide: no cross-sectional variation
FRED_WPU101_1d,True,float32,223974,0.3592793047138425,100,0.020283604346933125,0.0,market-wide: no cross-sectional variation
FRED_WTREGEN_1d,True,float32,505500,0.8108784436267039,1062,0.0018061325420375865,0.0,market-wide: no cross-sectional variation
cftc_available_1d,True,float64,623398,1.0,2,0.9371877997683663,0.020441176470588237,market-wide: no cross-sectional variation
cftc_crude_ls_ratio_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_crude_net_pct_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_dow_ls_ratio_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_dow_net_pct_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_gold_ls_ratio_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_gold_net_pct_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_nasdaq_ls_ratio_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_nasdaq_net_pct_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_sp500_ls_ratio_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
cftc_sp500_net_pct_1d,True,float32,187651,0.30101315692382713,367,0.003511838466088643,0.0,market-wide: no cross-sectional variation
context_anxiety_index_1d,True,float64,623398,1.0,2,0.991150115977273,0.4844117647058824,market-wide: no cross-sectional variation
day_of_month_1d,True,float64,623398,1.0,31,0.033941398592873255,0.0,market-wide: no cross-sectional variation
day_of_week_1d,True,float64,623398,1.0,5,0.2054016856005313,0.0,market-wide: no cross-sectional variation
day_of_week_cos_1d,True,float32,623398,1.0,4,0.40152198114206333,0.0,market-wide: no cross-sectional variation
day_of_week_sin_1d,True,float32,623398,1.0,5,0.2054016856005313,0.0,market-wide: no cross-sectional variation
day_of_year_1d,True,float64,623398,1.0,365,0.0029740230157940836,0.0,market-wide: no cross-sectional variation
market_context_day_of_week_1d,True,float32,623398,1.0,5,0.2054016856005313,0.0,market-wide: no cross-sectional variation
market_context_fed_funds_trend_1d,True,float32,623398,1.0,381,0.1004783460967151,0.3610294117647059,market-wide: no cross-sectional variation
market_context_fed_funds_velocity_1d,True,float32,623398,1.0,320,0.2587865216121964,0.1625,market-wide: no cross-sectional variation
market_context_yield_curve_inverted_1d,True,float32,623398,1.0,2,0.8762572225127446,0.0,market-wide: no cross-sectional variation
market_context_yield_curve_slope_1d,True,float32,623398,1.0,403,0.008496979457746094,0.0,market-wide: no cross-sectional variation
month_of_year_1d,True,float64,623398,1.0,12,0.08913086022091826,0.0,market-wide: no cross-sectional variation
quarter_1d,True,float64,623398,1.0,4,0.2535667422737962,0.0,market-wide: no cross-sectional variation
state_CDL_ENGULFING_BEAR_1d,True,float64,623398,1.0,2,0.9923323462699591,0.3922058823529412,market-wide: no cross-sectional variation
state_CDL_ENGULFING_BULL_1d,True,float64,623398,1.0,2,0.9934744737711703,0.36470588235294116,market-wide: no cross-sectional variation
state_CDL_MARUBOZU_1d,True,float64,623398,1.0,2,0.9916297453633153,0.4648529411764706,market-wide: no cross-sectional variation
state_CDL_SHOOTING_STAR_1d,True,float64,623398,1.0,2,0.9936076150388676,0.3845588235294118,market-wide: no cross-sectional variation
state_FRED_CAPUTLB50001SQ_1d,True,float64,623398,1.0,3,0.9814580733335686,0.0,market-wide: no cross-sectional variation
state_FRED_CCSA_1d,True,float64,623398,1.0,3,0.9159397367331945,0.0,market-wide: no cross-sectional variation
state_FRED_CPIAUCSL_1d,True,float64,623398,1.0,3,0.9540213475179581,0.0,market-wide: no cross-sectional variation
state_FRED_CSUSHPINSA_1d,True,float64,623398,1.0,3,0.9836717474229946,0.0,market-wide: no cross-sectional variation
state_FRED_DCOILWTICO_1d,True,float64,623398,1.0,3,0.41454736781317875,0.0,market-wide: no cross-sectional variation
state_FRED_DEXCHUS_1d,True,float64,623398,1.0,3,0.5026451801256981,0.0,market-wide: no cross-sectional variation
state_FRED_DEXUSEU_1d,True,float64,623398,1.0,3,0.4619873660165737,0.0,market-wide: no cross-sectional variation
state_FRED_DGORDER_1d,True,float64,623398,1.0,3,0.9281518387931947,0.0,market-wide: no cross-sectional variation
state_FRED_DGS10_1d,True,float64,623398,1.0,3,0.3942264813169115,0.0,market-wide: no cross-sectional variation
state_FRED_DSPIC96_1d,True,float64,623398,1.0,3,0.9533492247328352,0.0,market-wide: no cross-sectional variation
state_FRED_FEDFUNDS_1d,True,float64,623398,1.0,3,0.9625889078887003,0.0,market-wide: no cross-sectional variation
state_FRED_GDP_1d,True,float64,623398,1.0,3,0.957322609312189,0.0,market-wide: no cross-sectional variation
state_FRED_GS10_1d,True,float64,623398,1.0,3,0.9541801545721995,0.0,market-wide: no cross-sectional variation
state_FRED_GS2_1d,True,float64,623398,1.0,3,0.9550319378631308,0.0,market-wide: no cross-sectional variation
state_FRED_HOUST_1d,True,float64,623398,1.0,3,0.9537310033076782,0.0,market-wide: no cross-sectional variation
state_FRED_ICSA_1d,True,float64,623398,1.0,3,0.9128325724497031,0.0,market-wide: no cross-sectional variation
state_FRED_INDPRO_1d,True,float64,623398,1.0,3,0.9495571047709489,0.0,market-wide: no cross-sectional variation
state_FRED_MANEMP_1d,True,float64,623398,1.0,3,0.9552308477088474,0.0,market-wide: no cross-sectional variation
state_FRED_NFCI_1d,True,float64,623398,1.0,3,0.8121938151870876,0.0,market-wide: no cross-sectional variation
state_FRED_PAYEMS_1d,True,float64,623398,1.0,3,0.9548362362407322,0.0,market-wide: no cross-sectional variation
state_FRED_PCEPILFE_1d,True,float64,623398,1.0,3,0.9598538975100979,0.0,market-wide: no cross-sectional variation
state_FRED_PCEPI_1d,True,float64,623398,1.0,3,0.9588946387380133,0.0,market-wide: no cross-sectional variation
state_FRED_PCU334413334413_1d,True,float64,623398,1.0,3,0.9844561580242478,0.0,market-wide: no cross-sectional variation
state_FRED_PERMIT_1d,True,float64,623398,1.0,3,0.9295169378150074,0.0,market-wide: no cross-sectional variation
state_FRED_PPIACO_1d,True,float64,623398,1.0,3,0.952914510473245,0.0,market-wide: no cross-sectional variation
state_FRED_RRPONTSYD_1d,True,float64,623398,1.0,3,0.8409266632231737,0.0,market-wide: no cross-sectional variation
state_FRED_RSAFS_1d,True,float64,623398,1.0,3,0.9575311438278595,0.0,market-wide: no cross-sectional variation
state_FRED_SAHMREALTIME_1d,True,float64,623398,1.0,3,0.9937295275249519,0.0,market-wide: no cross-sectional variation
state_FRED_T10Y2Y_1d,True,float64,623398,1.0,3,0.43274761869624223,0.0,market-wide: no cross-sectional variation
state_FRED_T10Y3M_1d,True,float64,623398,1.0,3,0.4350270613636874,0.0,market-wide: no cross-sectional variation
state_FRED_T10YIE_1d,True,float64,623398,1.0,3,0.5209849887230951,0.0,market-wide: no cross-sectional variation
state_FRED_T5YIE_1d,True,float64,623398,1.0,3,0.5227591362179539,0.0,market-wide: no cross-sectional variation
state_FRED_T5YIFR_1d,True,float64,623398,1.0,3,0.5427335345958761,0.0,market-wide: no cross-sectional variation
state_FRED_TOTALSA_1d,True,float64,623398,1.0,3,0.9726001687525465,0.0,market-wide: no cross-sectional variation
state_FRED_UMCSENT_1d,True,float64,623398,1.0,3,0.9556366879585754,0.0,market-wide: no cross-sectional variation
state_FRED_UNRATE_1d,True,float64,623398,1.0,3,0.9639860891436931,0.0,market-wide: no cross-sectional variation
state_FRED_VIXCLS_1d,True,float64,623398,1.0,3,0.43822245178842406,0.0,market-wide: no cross-sectional variation
state_FRED_WALCL_1d,True,float64,623398,1.0,3,0.8654936332808254,0.0,market-wide: no cross-sectional variation
state_FRED_WPU01_1d,True,float64,623398,1.0,3,0.9826034090580977,0.0,market-wide: no cross-sectional variation
state_FRED_WPU055_1d,True,float64,623398,1.0,3,0.9829354601715116,0.0,market-wide: no cross-sectional variation
state_FRED_WPU0561_1d,True,float64,623398,1.0,3,0.9834632129073241,0.0,market-wide: no cross-sectional variation
state_FRED_WPU101_1d,True,float64,623398,1.0,3,0.9832851565131746,0.0,market-wide: no cross-sectional variation
state_FRED_WTREGEN_1d,True,float64,623398,1.0,3,0.8661481108376992,0.0,market-wide: no cross-sectional variation
state_LEVEL_BREAKOUT_DOWN_20_1d,True,float64,623398,1.0,2,0.991199843438702,0.36,market-wide: no cross-sectional variation
state_cftc_available_1d,True,float64,623398,1.0,2,0.9730605487986808,0.07147058823529412,market-wide: no cross-sectional variation
state_cftc_crude_ls_ratio_1d,True,float64,623398,1.0,3,0.9500062560354701,0.0,market-wide: no cross-sectional variation
state_cftc_crude_net_pct_1d,True,float64,623398,1.0,3,0.9500190889287422,0.0,market-wide: no cross-sectional variation
state_cftc_dow_ls_ratio_1d,True,float64,623398,1.0,3,0.9491528686328798,0.0,market-wide: no cross-sectional variation
state_cftc_dow_net_pct_1d,True,float64,623398,1.0,3,0.9529546132647201,0.0,market-wide: no cross-sectional variation
state_cftc_gold_ls_ratio_1d,True,float64,623398,1.0,3,0.9483492086917186,0.0,market-wide: no cross-sectional variation
state_cftc_gold_net_pct_1d,True,float64,623398,1.0,3,0.948843275082692,0.0,market-wide: no cross-sectional variation
state_cftc_nasdaq_ls_ratio_1d,True,float64,623398,1.0,3,0.9476610447900058,0.0,market-wide: no cross-sectional variation
state_cftc_nasdaq_net_pct_1d,True,float64,623398,1.0,3,0.9541432600040424,0.0,market-wide: no cross-sectional variation
state_cftc_sp500_ls_ratio_1d,True,float64,623398,1.0,3,0.9496709966987382,0.0,market-wide: no cross-sectional variation
state_cftc_sp500_net_pct_1d,True,float64,623398,1.0,3,0.9549790021783836,0.0,market-wide: no cross-sectional variation
state_champion_1d,True,float64,623398,1.0,2,0.6359629001055506,0.0,market-wide: no cross-sectional variation
state_day_of_week_cos_1d,True,float64,623398,1.0,3,0.41399555340248123,0.0,market-wide: no cross-sectional variation
state_day_of_week_sin_1d,True,float64,623398,1.0,2,0.6075220003914032,0.0,market-wide: no cross-sectional variation
state_fear_greed_available_1d,True,float64,623398,1.0,2,0.999990375330046,0.000588235294117647,market-wide: no cross-sectional variation
state_filing_data_available_1d,True,float64,623398,1.0,2,0.999987167106728,0.0008823529411764706,market-wide: no cross-sectional variation
state_fund_current_ratio_1d,True,float64,623398,1.0,3,0.9975954366231524,0.1363235294117647,market-wide: no cross-sectional variation
state_fund_data_available_1d,True,float64,623398,1.0,2,0.9998700669556206,0.007058823529411765,market-wide: no cross-sectional variation
state_fund_debt_to_equity_1d,True,float64,623398,1.0,3,0.9989541191983291,0.07617647058823529,market-wide: no cross-sectional variation
state_fund_return_on_equity_1d,True,float64,623398,1.0,3,0.9977205573325548,0.12794117647058822,market-wide: no cross-sectional variation
state_insider_available_1d,True,float64,623398,1.0,2,0.9999534807618888,0.0017647058823529412,market-wide: no cross-sectional variation
state_news_intensity_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_peer_count_1d,True,float64,623398,1.0,3,0.9482513578805194,0.4472058823529412,market-wide: no cross-sectional variation
state_sentiment_decay_weighted_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_sentiment_sma_20_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_sentiment_sma_50_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_sentiment_sma_5_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_sentiment_std_20_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_sentiment_std_50_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_sentiment_std_5_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_sentiment_velocity_1d,True,float64,623398,1.0,2,0.999996791776682,0.0002941176470588235,market-wide: no cross-sectional variation
state_wiki_attention_available_1d,True,float64,623398,1.0,2,0.9999197944170498,0.0029411764705882353,market-wide: no cross-sectional variation
state_wiki_attention_z_1d,True,float64,623398,1.0,3,0.9473466389048409,0.2948529411764706,market-wide: no cross-sectional variation
state_wiki_views_1d,True,float64,623398,1.0,3,0.9447479780172539,0.295,market-wide: no cross-sectional variation
week_of_year_1d,True,float64,623398,1.0,53,0.020126788985527704,0.0,market-wide: no cross-sectional variation
wiki_attention_available_1d,True,float64,623398,1.0,2,0.6716223022852175,0.29514705882352943,market-wide: no cross-sectional variation
wiki_attention_z_1d,True,float32,204656,0.3282910756851963,193475,0.00021010867015870533,0.295,market-wide: no cross-sectional variation
wiki_views_1d,True,float32,204710,0.32837769771478253,3873,0.13544526403204532,0.29514705882352943,market-wide: no cross-sectional variation
CDL_ENGULFING_BEAR_1d,True,float64,623398,1.0,2,0.9592828337594923,0.7905882352941176,"tie hazard: ranks are ties, book would be one-sided"
CDL_ENGULFING_BULL_1d,True,float64,623398,1.0,2,0.9616280450049567,0.7777941176470589,"tie hazard: ranks are ties, book would be one-sided"
CDL_HAMMER_1d,True,float64,623398,1.0,2,0.9533011013830651,0.8719117647058824,"tie hazard: ranks are ties, book would be one-sided"
CDL_MARUBOZU_1d,True,float64,623398,1.0,2,0.9575231232695646,0.8808823529411764,"tie hazard: ranks are ties, book would be one-sided"
CDL_OUTSIDE_BAR_1d,True,float64,623398,1.0,2,0.902136355907462,0.981764705882353,"tie hazard: ranks are ties, book would be one-sided"
CDL_SHOOTING_STAR_1d,True,float64,623398,1.0,2,0.9622456279936734,0.8408823529411765,"tie hazard: ranks are ties, book would be one-sided"
LEVEL_BREAKOUT_DOWN_20_1d,True,float64,623398,1.0,2,0.9511211136384782,0.7363235294117647,"tie hazard: ranks are ties, book would be one-sided"
LEVEL_BREAKOUT_UP_20_1d,True,float64,623398,1.0,2,0.9148681901449797,0.8823529411764706,"tie hazard: ranks are ties, book would be one-sided"
state_CDL_DOJI_1d,True,float64,623398,1.0,2,0.9416279808404904,0.9822058823529412,"tie hazard: ranks are ties, book would be one-sided"
state_CDL_HAMMER_1d,True,float64,623398,1.0,2,0.9894401329487743,0.5283823529411765,"tie hazard: ranks are ties, book would be one-sided"
state_CDL_INSIDE_BAR_1d,True,float64,623398,1.0,2,0.9126079968174424,0.9720588235294118,"tie hazard: ranks are ties, book would be one-sided"
state_CDL_OUTSIDE_BAR_1d,True,float64,623398,1.0,2,0.9438609042698244,0.9435294117647058,"tie hazard: ranks are ties, book would be one-sided"
state_LEVEL_BREAKOUT_UP_20_1d,True,float64,623398,1.0,2,0.9766232807933295,0.6563235294117648,"tie hazard: ranks are ties, book would be one-sided"
state_fund_earnings_yield_1d,True,float64,623398,1.0,3,0.9123032156022316,0.5279411764705882,"tie hazard: ranks are ties, book would be one-sided"
state_fund_price_to_book_1d,True,float64,623398,1.0,3,0.9087966275156482,0.528235294117647,"tie hazard: ranks are ties, book would be one-sided"
AATR_14_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ABB_Lower_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ABB_Mid_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ABB_Upper_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ACCELERATION_10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ACCELERATION_5_60m,False,float32,0,0.0,0,1.0,0.0,too little history
AEMA_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ARSI_14_60m,False,float32,0,0.0,0,1.0,0.0,too little history
ATR_14_60m,False,float32,0,0.0,0,1.0,0.0,too little history
AUTOCORR_60m,False,float32,0,0.0,0,1.0,0.0,too little history
BB_Lower_60m,False,float32,0,0.0,0,1.0,0.0,too little history
BB_Middle_60m,False,float32,0,0.0,0,1.0,0.0,too little history
BB_Upper_60m,False,float32,0,0.0,0,1.0,0.0,too little history
CCI_60m,False,float32,0,0.0,0,1.0,0.0,too little history
CDL_BODY_RATIO_60m,False,float32,0,0.0,0,1.0,0.0,too little history
CDL_DOJI_60m,False,float64,0,0.0,0,1.0,0.0,too little history
CDL_ENGULFING_BEAR_60m,False,float64,0,0.0,0,1.0,0.0,too little history
CDL_ENGULFING_BULL_60m,False,float64,0,0.0,0,1.0,0.0,too little history
CDL_HAMMER_60m,False,float64,0,0.0,0,1.0,0.0,too little history
CDL_INSIDE_BAR_60m,False,float64,0,0.0,0,1.0,0.0,too little history
CDL_LOWER_WICK_RATIO_60m,False,float32,0,0.0,0,1.0,0.0,too little history
CDL_MARUBOZU_60m,False,float64,0,0.0,0,1.0,0.0,too little history
CDL_OUTSIDE_BAR_60m,False,float64,0,0.0,0,1.0,0.0,too little history
CDL_SHOOTING_STAR_60m,False,float64,0,0.0,0,1.0,0.0,too little history
CDL_UPPER_WICK_RATIO_60m,False,float32,0,0.0,0,1.0,0.0,too little history
CURRENT_DRAWDOWN_60m,False,float32,0,0.0,0,1.0,0.0,too little history
EMA_100_60m,False,float32,0,0.0,0,1.0,0.0,too little history
EMA_10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
EMA_200_60m,False,float32,0,0.0,0,1.0,0.0,too little history
EMA_20_60m,False,float32,0,0.0,0,1.0,0.0,too little history
EMA_50_60m,False,float32,0,0.0,0,1.0,0.0,too little history
EMA_5_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_BAMLC0A0CM_1d,True,float32,110,0.0001764522824904796,1,1.0,0.0,too little history
FRED_BAMLC0A0CM_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_BAMLH0A0HYM2_1d,True,float32,110,0.0001764522824904796,1,1.0,0.0,too little history
FRED_BAMLH0A0HYM2_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_CAPUTLB50001SQ_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_CCSA_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_CPIAUCSL_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_CSUSHPINSA_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_DCOILWTICO_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_DEXCHUS_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_DEXUSEU_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_DGORDER_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_DGS10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_DSPIC96_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_FEDFUNDS_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_GDP_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_GS10_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_GS2_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_HOUST_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_ICSA_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_INDPRO_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_MANEMP_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_NFCI_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_PAYEMS_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_PCEPILFE_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_PCEPI_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_PCU334413334413_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_PERMIT_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_PPIACO_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_RRPONTSYD_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_RSAFS_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_SAHMREALTIME_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_T10Y2Y_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_T10Y3M_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_T10YIE_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_T5YIE_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_T5YIFR_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_TOTALSA_60m,False,float32,0,0.0,0,1.0,0.0,too little history
FRED_UMCSENT_60m,False,float32,0,0.0,0,1.0,0.0,too little history
